,text,event_type,clean_text
228,Mensur Mujdza (SC Freiburg) wins a free kick on the right wing.,8,mensur mujdza sc freiburg win free kick right wing
229,Attempt saved. Garra Dembele (SC Freiburg) right footed shot from a difficult angle on the right is saved in the bottom right corner. Assisted by Papiss Demba Cisse.,1,attempt save garra dembele sc freiburg right foot shot difficult angle right save bottom right corner assist papiss demba cisse
230,Foul by Johannes Flum (SC Freiburg).,3,foul johannes flum sc freiburg
231,Johannes Flum (SC Freiburg) is shown the yellow card for a bad foul.,4,johannes flum sc freiburg show yellow card bad foul
232,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,per mertesacker sv werder bremen win free kick defensive half
233,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,foul richard sukuta pasu kaiserslautern
234,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,per mertesacker sv werder bremen win free kick defensive half
235,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,foul richard sukuta pasu kaiserslautern
236,Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.,8,clemens fritz sv werder bremen win free kick defensive half
237,Foul by Florian Dick (Kaiserslautern).,3,foul florian dick kaiserslautern
238,Attempt saved. Lennart Thy (SV Werder Bremen) left footed shot from the left side of the box is saved in the bottom right corner. Assisted by Aaron Hunt with a through ball.,1,attempt save lennart thy sv werder bremen leave footed shot leave side box save bottom right corner assist aaron hunt ball
239,"Offside, Kaiserslautern. Mathias Abel tries a through ball, but Richard Sukuta-Pasu is caught offside.",9,offside kaiserslautern mathias abel try ball richard sukuta pasu catch offside
240,Foul by Sokratis (SV Werder Bremen).,3,foul sokratis sv werder bremen
241,Foul by Philipp Bargfrede (SV Werder Bremen).,3,foul philipp bargfrede sv werder bremen
242,Ivo Ilicevic (Kaiserslautern) wins a free kick on the left wing.,8,ivo ilicevic kaiserslautern win free kick leave wing
243,Leon Jessen (Kaiserslautern) wins a free kick on the left wing.,8,leon jessen kaiserslautern win free kick leave wing
244,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,marko marin sv werder bremen win free kick attack half
245,"Corner,  SV Werder Bremen. Conceded by Rodnei.",2,corner sv werder bremen concede rodnei
246,Attempt blocked. Markus Rosenberg (SV Werder Bremen) left footed shot from the right side of the six yard box is blocked.,1,attempt block markus rosenberg sv werder bremen leave foot shot right side six yard box block
247,Foul by Thanos Petsos (Kaiserslautern).,3,foul thanos petsos kaiserslautern
248,"Corner,  Kaiserslautern. Conceded by Andreas Wolf.",2,corner kaiserslautern concede andreas wolf
249,Lennart Thy (SV Werder Bremen) wins a free kick in the defensive half.,8,lennart thy sv werder bremen win free kick defensive half
250,Foul by Mathias Abel (Kaiserslautern).,3,foul mathias abel kaiserslautern
251,Hand ball by Olcay Sahan (Kaiserslautern).,10,hand ball olcay sahan kaiserslautern
252,"Offside, Kaiserslautern. Pierre De Wit tries a through ball, but Ivo Ilicevic is caught offside.",9,offside kaiserslautern pierre de wit try ball ivo ilicevic caught offside
253,"Offside, Kaiserslautern. Olcay Sahan tries a through ball, but Pierre De Wit is caught offside.",9,offside kaiserslautern olcay sahan try ball pierre de wit catch offside
254,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,marko marin sv werder bremen win free kick attack half
255,Foul by Florian Dick (Kaiserslautern).,3,foul florian dick kaiserslautern
256,Clemens Fritz (SV Werder Bremen) wins a free kick in the attacking half.,8,clemens fritz sv werder bremen win free kick attack half
257,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,foul richard sukuta pasu kaiserslautern
258,Richard Sukuta-Pasu (Kaiserslautern) is shown the yellow card for a bad foul.,4,richard sukuta pasu kaiserslautern show yellow card bad foul
259,Aaron Hunt (SV Werder Bremen) wins a free kick in the attacking half.,8,aaron hunt sv werder bremen win free kick attack half
260,Foul by Andreas Wolf (SV Werder Bremen).,3,foul andreas wolf sv werder bremen
261,Foul by Christian Tiffert (Kaiserslautern).,3,foul christian tiffert kaiserslautern
262,Richard Sukuta-Pasu (Kaiserslautern) wins a free kick in the defensive half.,8,richard sukuta pasu kaiserslautern win free kick defensive half
263,Florian Dick (Kaiserslautern) wins a free kick in the defensive half.,8,florian dick kaiserslautern win free kick defensive half
264,Olcay Sahan (Kaiserslautern) wins a free kick on the right wing.,8,olcay sahan kaiserslautern win free kick right wing
265,"Offside, Kaiserslautern. Ivo Ilicevic tries a through ball, but Pierre De Wit is caught offside.",9,offside kaiserslautern ivo ilicevic try ball pierre de wit catch offside
266,Attempt saved. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is saved in the bottom right corner. Assisted by Marko Marin.,1,attempt save aaron hunt sv werder bremen leave foot shot outside box save bottom right corner assist marko marin
267,"Offside, SV Werder Bremen. Markus Rosenberg tries a through ball, but Lennart Thy is caught offside.",9,offside sv werder bremen markus rosenberg try ball lennart thy caught offside
268,Andreas Wolf (SV Werder Bremen) wins a free kick in the attacking half.,8,andreas wolf sv werder bremen win free kick attack half
269,Markus Rosenberg (SV Werder Bremen) wins a free kick on the right wing.,8,markus rosenberg sv werder bremen win free kick right wing
270,Foul by Richard Sukuta-Pasu (Kaiserslautern).,3,foul richard sukuta pasu kaiserslautern
271,Foul by Rodnei (Kaiserslautern).,3,foul rodnei kaiserslautern
272,Clemens Fritz (SV Werder Bremen) wins a free kick in the defensive half.,8,clemens fritz sv werder bremen win free kick defensive half
273,Foul by Florian Dick (Kaiserslautern).,3,foul florian dick kaiserslautern
274,"Corner,  Kaiserslautern. Conceded by Sokratis.",2,corner kaiserslautern concede sokratis
275,Attempt blocked. Markus Rosenberg (SV Werder Bremen) right footed shot from the centre of the box is blocked. Assisted by Lennart Thy.,1,attempt block markus rosenberg sv werder bremen right foot shot centre box block assisted lennart thy
276,Lennart Thy (SV Werder Bremen) wins a free kick in the attacking half.,8,lennart thy sv werder bremen win free kick attack half
277,Foul by Mathias Abel (Kaiserslautern).,3,foul mathias abel kaiserslautern
278,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,marko marin sv werder bremen win free kick attack half
279,Foul by Christian Tiffert (Kaiserslautern).,3,foul christian tiffert kaiserslautern
280,"Offside, SV Werder Bremen. Marko Marin tries a through ball, but Per Mertesacker is caught offside.",9,offside sv werder bremen marko marin try ball per mertesacker catch offside
281,Attempt saved. Florian Dick (Kaiserslautern) right footed shot from outside the box is saved in the bottom left corner. Assisted by Christian Tiffert.,1,attempt save florian dick kaiserslautern right foot shot outside box save bottom leave corner assist christian tiffert
282,Foul by Clemens Fritz (SV Werder Bremen).,3,foul clemens fritz sv werder bremen
283,Thanos Petsos (Kaiserslautern) wins a free kick in the defensive half.,8,thanos petsos kaiserslautern win free kick defensive half
284,Lukas Schmitz (SV Werder Bremen) wins a free kick in the defensive half.,8,lukas schmitz sv werder bremen win free kick defensive half
285,"Offside, SV Werder Bremen. Philipp Bargfrede tries a through ball, but Lennart Thy is caught offside.",9,offside sv werder bremen philipp bargfrede try ball lennart thy caught offside
286,Foul by Olcay Sahan (Kaiserslautern).,3,foul olcay sahan kaiserslautern
287,"Attempt missed. Clemens Fritz (SV Werder Bremen) right footed shot from outside the box is close, but misses to the left. Assisted by Marko Marin.",1,attempt miss clemens fritz sv werder bremen right foot shot outside box close miss leave assisted marko marin
288,Foul by Lukas Schmitz (SV Werder Bremen).,3,foul lukas schmitz sv werder bremen
289,Olcay Sahan (Kaiserslautern) wins a free kick on the right wing.,8,olcay sahan kaiserslautern win free kick right wing
290,"Corner,  SV Werder Bremen. Conceded by Pierre De Wit.",2,corner sv werder bremen concede pierre de wit
291,Marko Marin (SV Werder Bremen) wins a free kick in the attacking half.,8,marko marin sv werder bremen win free kick attack half
292,Attempt missed. Aaron Hunt (SV Werder Bremen) left footed shot from outside the box is just a bit too high from a direct free kick.,1,attempt miss aaron hunt sv werder bremen leave foot shot outside box bit high direct free kick
293,"Substitution, SV Werder Bremen. Mehmet Ekici replaces Philipp Bargfrede.",7,substitution sv werder bremen mehmet ekici replaces philipp bargfrede
294,Foul by Rodnei (Kaiserslautern).,3,foul rodnei kaiserslautern
295,"Substitution, Kaiserslautern. Itay Shechter replaces Richard Sukuta-Pasu.",7,substitution kaiserslautern itay shechter replaces richard sukuta pasu
296,Andreas Wolf (SV Werder Bremen) wins a free kick in the defensive half.,8,andreas wolf sv werder bremen win free kick defensive half
297,Foul by Christian Tiffert (Kaiserslautern).,3,foul christian tiffert kaiserslautern
298,Attempt blocked. Marko Marin (SV Werder Bremen) right footed shot from the right side of the box is blocked. Assisted by Markus Rosenberg.,1,attempt block marko marin sv werder bremen right foot shot right side box block assisted markus rosenberg
299,"Corner,  SV Werder Bremen. Conceded by Mathias Abel.",2,corner sv werder bremen concede mathias abel
300,Attempt missed. Sokratis (SV Werder Bremen) header from very close range is too high. Assisted by Mehmet Ekici with a cross following a corner.,1,attempt miss sokratis sv werder bremen header close range high assist mehmet ekici cross follow corner
301,"Offside, SV Werder Bremen. Lennart Thy tries a through ball, but Marko Marin is caught offside.",9,offside sv werder bremen lennart thy try ball marko marin catch offside
302,"Offside, Kaiserslautern. Ivo Ilicevic tries a through ball, but Itay Shechter is caught offside.",9,offside kaiserslautern ivo ilicevic try ball itay shechter catch offside
303,Attempt saved. Itay Shechter (Kaiserslautern) header from the centre of the box is saved in the top centre of the goal. Assisted by Olcay Sahan with a cross.,1,attempt save itay shechter kaiserslautern header centre box save top centre goal assist olcay sahan cross
304,Attempt missed. Ivo Ilicevic (Kaiserslautern) right footed shot from outside the box is high and wide to the right. Assisted by Olcay Sahan.,1,attempt miss ivo ilicevic kaiserslautern right foot shot outside box high wide right assist olcay sahan
305,Foul by Per Mertesacker (SV Werder Bremen).,3,foul per mertesacker sv werder bremen
306,Itay Shechter (Kaiserslautern) wins a free kick on the left wing.,8,itay shechter kaiserslautern win free kick leave wing
307,"Offside, SV Werder Bremen. Markus Rosenberg tries a through ball, but Marko Marin is caught offside.",9,offside sv werder bremen markus rosenberg try ball marko marin catch offside
308,Mehmet Ekici (SV Werder Bremen) wins a free kick in the defensive half.,8,mehmet ekici sv werder bremen win free kick defensive half
309,Foul by Christian Tiffert (Kaiserslautern).,3,foul christian tiffert kaiserslautern
310,Ivo Ilicevic (Kaiserslautern) hits the bar with a right footed shot from the centre of the box. Assisted by Florian Dick with a cross.,1,ivo ilicevic kaiserslautern hit bar right foot shot centre box assist florian dick cross
311,"Corner,  Kaiserslautern. Conceded by Per Mertesacker.",2,corner kaiserslautern concede per mertesacker
312,Aaron Hunt (SV Werder Bremen) wins a free kick on the left wing.,8,aaron hunt sv werder bremen win free kick leave wing
313,Attempt blocked. Marko Marin (SV Werder Bremen) right footed shot from the left side of the box is blocked. Assisted by Lukas Schmitz.,1,attempt block marko marin sv werder bremen right foot shot left side box block assisted lukas schmitz
314,Per Mertesacker (SV Werder Bremen) wins a free kick in the defensive half.,8,per mertesacker sv werder bremen win free kick defensive half
315,Foul by Itay Shechter (Kaiserslautern).,3,foul itay shechter kaiserslautern
316,"Substitution, SV Werder Bremen. Wesley replaces Marko Marin.",7,substitution sv werder bremen wesley replaces marko marin
317,"Goal!  SV Werder Bremen 1, Kaiserslautern 0. Markus Rosenberg (SV Werder Bremen) right footed shot from very close range to the bottom right corner.",1,goal sv werder bremen kaiserslautern markus rosenberg sv werder bremen right foot shot close range bottom right corner
318,Attempt saved. Lukas Schmitz (SV Werder Bremen) left footed shot from outside the box is saved in the bottom right corner. Assisted by Clemens Fritz.,1,attempt save lukas schmitz sv werder bremen leave foot shot outside box save bottom right corner assist clemens fritz
319,Aaron Hunt (SV Werder Bremen) wins a free kick in the defensive half.,8,aaron hunt sv werder bremen win free kick defensive half
320,Foul by Itay Shechter (Kaiserslautern).,3,foul itay shechter kaiserslautern
321,Markus Rosenberg (SV Werder Bremen) wins a free kick in the attacking half.,8,markus rosenberg sv werder bremen win free kick attack half
322,Foul by Christian Tiffert (Kaiserslautern).,3,foul christian tiffert kaiserslautern
323,"Substitution, Kaiserslautern. Konstantinos Fortounis replaces Pierre De Wit.",7,substitution kaiserslautern konstantinos fortounis replaces pierre de wit
324,Foul by Lukas Schmitz (SV Werder Bremen).,3,foul lukas schmitz sv werder bremen
325,Christian Tiffert (Kaiserslautern) wins a free kick on the right wing.,8,christian tiffert kaiserslautern win free kick right wing
326,Attempt blocked. Clemens Fritz (SV Werder Bremen) right footed shot from outside the box is blocked. Assisted by Aaron Hunt with a headed pass.,1,attempt block clemens fritz sv werder bremen right foot shot outside box block assisted aaron hunt head pas
